actual,predicted,recommendation
2.182,2.184979999999998,High usage - reduce load
2.2,2.197079999999998,High usage - reduce load
2.174,2.1743599999999983,High usage - reduce load
2.17,2.170699999999999,High usage - reduce load
2.476,2.4672399999999985,High usage - reduce load
2.394,2.405160000000001,High usage - reduce load
2.322,2.322760000000001,High usage - reduce load
2.274,2.2831200000000007,High usage - reduce load
2.314,2.309560000000001,High usage - reduce load
2.132,2.1437999999999993,High usage - reduce load
2.124,2.1243200000000004,High usage - reduce load
2.098,2.1009800000000003,High usage - reduce load
2.006,2.0098000000000007,High usage - reduce load
1.686,1.6820399999999984,Moderate usage - monitor
1.472,1.4420800000000003,Moderate usage - monitor
1.444,1.4465999999999999,Moderate usage - monitor
1.376,1.3766600000000004,Moderate usage - monitor
1.374,1.3731800000000005,Moderate usage - monitor
1.362,1.3619799999999986,Moderate usage - monitor
1.364,1.363540000000001,Moderate usage - monitor
1.382,1.3809199999999995,Moderate usage - monitor
1.386,1.3847399999999996,Moderate usage - monitor
1.382,1.381520000000002,Moderate usage - monitor
1.38,1.3799999999999981,Moderate usage - monitor
1.336,1.3359799999999995,Moderate usage - monitor
1.308,1.3088400000000016,Moderate usage - monitor
1.298,1.3010000000000006,Moderate usage - monitor
1.31,1.3098600000000007,Moderate usage - monitor
1.476,1.4748599999999994,Moderate usage - monitor
1.862,1.8505800000000008,Moderate usage - monitor
1.872,1.879259999999999,Moderate usage - monitor
1.898,1.8979799999999976,Moderate usage - monitor
1.9,1.9000399999999984,Moderate usage - monitor
1.568,1.56882,Moderate usage - monitor
1.312,1.3097000000000012,Moderate usage - monitor
1.31,1.306580000000001,Moderate usage - monitor
1.3,1.3003199999999993,Moderate usage - monitor
1.298,1.29872,Moderate usage - monitor
1.286,1.2861599999999997,Moderate usage - monitor
1.296,1.2959,Moderate usage - monitor
1.282,1.2843600000000015,Moderate usage - monitor
1.288,1.2876600000000002,Moderate usage - monitor
1.298,1.2974000000000023,Moderate usage - monitor
1.29,1.2904400000000016,Moderate usage - monitor
1.282,1.2823600000000008,Moderate usage - monitor
1.296,1.2962399999999994,Moderate usage - monitor
1.346,1.3492800000000005,Moderate usage - monitor
1.378,1.3782999999999999,Moderate usage - monitor
1.372,1.37258,Moderate usage - monitor
1.37,1.3700000000000019,Moderate usage - monitor
1.36,1.3597400000000004,Moderate usage - monitor
1.512,1.512900000000001,Moderate usage - monitor
1.74,1.7366799999999991,Moderate usage - monitor
1.682,1.6954799999999983,Moderate usage - monitor
1.582,1.5808999999999995,Moderate usage - monitor
1.584,1.583380000000001,Moderate usage - monitor
1.598,1.598379999999999,Moderate usage - monitor
1.594,1.5940600000000003,Moderate usage - monitor
1.586,1.5859000000000014,Moderate usage - monitor
1.586,1.586220000000001,Moderate usage - monitor
1.55,1.5504600000000008,Moderate usage - monitor
1.512,1.5120800000000014,Moderate usage - monitor
1.514,1.5124200000000005,Moderate usage - monitor
1.518,1.5175800000000004,Moderate usage - monitor
1.528,1.5267800000000011,Moderate usage - monitor
1.514,1.5130800000000002,Moderate usage - monitor
1.53,1.5283400000000014,Moderate usage - monitor
1.52,1.5201600000000004,Moderate usage - monitor
1.51,1.5095000000000005,Moderate usage - monitor
1.408,1.4064200000000002,Moderate usage - monitor
1.42,1.41728,Moderate usage - monitor
1.414,1.413319999999999,Moderate usage - monitor
1.422,1.421959999999998,Moderate usage - monitor
1.422,1.422059999999998,Moderate usage - monitor
1.434,1.4333599999999997,Moderate usage - monitor
1.43,1.430639999999999,Moderate usage - monitor
1.516,1.5153400000000001,Moderate usage - monitor
1.604,1.596360000000001,Moderate usage - monitor
1.608,1.6074399999999998,Moderate usage - monitor
1.638,1.6366399999999992,Moderate usage - monitor
1.64,1.638239999999999,Moderate usage - monitor
1.642,1.6414799999999992,Moderate usage - monitor
1.624,1.6251400000000011,Moderate usage - monitor
1.63,1.6301799999999997,Moderate usage - monitor
1.608,1.6097600000000007,Moderate usage - monitor
1.604,1.6045800000000006,Moderate usage - monitor
1.62,1.6206400000000007,Moderate usage - monitor
1.654,1.6486600000000002,Moderate usage - monitor
1.646,1.6477199999999994,Moderate usage - monitor
1.652,1.6522800000000004,Moderate usage - monitor
1.652,1.65144,Moderate usage - monitor
1.66,1.659699999999998,Moderate usage - monitor
1.646,1.6492799999999992,Moderate usage - monitor
1.65,1.649,Moderate usage - monitor
1.648,1.6471599999999995,Moderate usage - monitor
1.724,1.7260799999999987,Moderate usage - monitor
2.286,2.2654800000000006,High usage - reduce load
2.362,2.328840000000001,High usage - reduce load
2.386,2.3827399999999996,High usage - reduce load
2.4,2.397799999999997,High usage - reduce load
2.39,2.392919999999997,High usage - reduce load
2.294,2.295460000000001,High usage - reduce load
1.792,1.8193200000000007,Moderate usage - monitor
1.778,1.7741200000000006,Moderate usage - monitor
1.79,1.7878600000000013,Moderate usage - monitor
1.794,1.7935800000000013,Moderate usage - monitor
1.788,1.7885400000000002,Moderate usage - monitor
1.776,1.7768400000000013,Moderate usage - monitor
1.772,1.772840000000001,Moderate usage - monitor
1.71,1.7107199999999998,Moderate usage - monitor
1.66,1.6644400000000001,Moderate usage - monitor
1.68,1.6770600000000004,Moderate usage - monitor
1.674,1.6737000000000009,Moderate usage - monitor
1.574,1.57378,Moderate usage - monitor
1.652,1.646539999999999,Moderate usage - monitor
1.652,1.6478399999999989,Moderate usage - monitor
1.648,1.6484599999999998,Moderate usage - monitor
1.644,1.6439600000000019,Moderate usage - monitor
1.652,1.6516799999999978,Moderate usage - monitor
1.656,1.65498,Moderate usage - monitor
1.67,1.66948,Moderate usage - monitor
1.664,1.6632999999999998,Moderate usage - monitor
1.674,1.6727400000000001,Moderate usage - monitor
1.658,1.65914,Moderate usage - monitor
1.666,1.6665999999999994,Moderate usage - monitor
1.648,1.6494999999999984,Moderate usage - monitor
1.674,1.6711199999999993,Moderate usage - monitor
1.672,1.6741000000000001,Moderate usage - monitor
1.678,1.6779600000000001,Moderate usage - monitor
2.342,2.3379000000000003,High usage - reduce load
2.936,2.941240000000001,High usage - reduce load
2.644,2.661860000000001,High usage - reduce load
1.676,1.6990200000000006,Moderate usage - monitor
1.67,1.6632399999999987,Moderate usage - monitor
1.666,1.6658199999999979,Moderate usage - monitor
1.658,1.6584199999999982,Moderate usage - monitor
1.674,1.67524,Moderate usage - monitor
1.668,1.6667,Moderate usage - monitor
1.664,1.6641200000000007,Moderate usage - monitor
1.72,1.7214999999999996,Moderate usage - monitor
1.768,1.7641799999999992,Moderate usage - monitor
1.77,1.7709000000000008,Moderate usage - monitor
1.758,1.7590000000000006,Moderate usage - monitor
1.752,1.7533200000000015,Moderate usage - monitor
1.752,1.7512,Moderate usage - monitor
1.822,1.820500000000001,Moderate usage - monitor
1.816,1.8170400000000007,Moderate usage - monitor
1.826,1.8262599999999998,Moderate usage - monitor
1.81,1.8114000000000017,Moderate usage - monitor
1.812,1.8128400000000002,Moderate usage - monitor
1.816,1.8150399999999993,Moderate usage - monitor
1.824,1.8229800000000003,Moderate usage - monitor
1.818,1.8186999999999998,Moderate usage - monitor
1.828,1.8262599999999987,Moderate usage - monitor
1.814,1.8150600000000012,Moderate usage - monitor
1.75,1.7519000000000002,Moderate usage - monitor
1.526,1.5364200000000003,Moderate usage - monitor
1.444,1.4506800000000002,Moderate usage - monitor
1.436,1.4358999999999997,Moderate usage - monitor
1.38,1.3801400000000006,Moderate usage - monitor
1.374,1.3747999999999998,Moderate usage - monitor
1.374,1.3739999999999981,Moderate usage - monitor
1.38,1.3799999999999981,Moderate usage - monitor
1.384,1.3840199999999994,Moderate usage - monitor
1.382,1.3820000000000021,Moderate usage - monitor
1.386,1.3862399999999981,Moderate usage - monitor
1.372,1.3724000000000003,Moderate usage - monitor
1.378,1.3781799999999993,Moderate usage - monitor
1.378,1.3780799999999989,Moderate usage - monitor
1.388,1.3879400000000015,Moderate usage - monitor
1.388,1.387140000000001,Moderate usage - monitor
1.404,1.4049199999999984,Moderate usage - monitor
1.388,1.3876199999999994,Moderate usage - monitor
1.402,1.4018800000000005,Moderate usage - monitor
1.396,1.3947200000000006,Moderate usage - monitor
1.398,1.3980199999999987,Moderate usage - monitor
1.39,1.3898599999999994,Moderate usage - monitor
1.392,1.3920999999999986,Moderate usage - monitor
1.394,1.3940000000000023,Moderate usage - monitor
1.394,1.3940000000000023,Moderate usage - monitor
1.386,1.3858599999999983,Moderate usage - monitor
1.396,1.3958200000000003,Moderate usage - monitor
1.398,1.397979999999999,Moderate usage - monitor
1.434,1.4336800000000005,Moderate usage - monitor
1.5,1.4998000000000007,Moderate usage - monitor
1.494,1.4961799999999996,Moderate usage - monitor
1.48,1.4797399999999994,Moderate usage - monitor
1.492,1.49206,Moderate usage - monitor
1.486,1.4856799999999994,Moderate usage - monitor
1.5,1.49952,Moderate usage - monitor
1.49,1.4885799999999998,Moderate usage - monitor
1.494,1.4933999999999998,Moderate usage - monitor
1.49,1.4901999999999997,Moderate usage - monitor
1.496,1.4961800000000003,Moderate usage - monitor
1.528,1.5287200000000005,Moderate usage - monitor
1.572,1.5708799999999998,Moderate usage - monitor
1.56,1.5626800000000012,Moderate usage - monitor
1.564,1.5641400000000008,Moderate usage - monitor
1.552,1.5507000000000009,Moderate usage - monitor
1.566,1.5657200000000009,Moderate usage - monitor
1.566,1.56556,Moderate usage - monitor
1.482,1.481279999999999,Moderate usage - monitor
1.476,1.4770599999999998,Moderate usage - monitor
1.462,1.4633799999999988,Moderate usage - monitor
1.466,1.4639999999999993,Moderate usage - monitor
1.46,1.459779999999998,Moderate usage - monitor
1.46,1.4599799999999985,Moderate usage - monitor
1.416,1.41508,Moderate usage - monitor
1.396,1.3969800000000003,Moderate usage - monitor
1.4,1.4003600000000014,Moderate usage - monitor
1.408,1.4082200000000002,Moderate usage - monitor
1.384,1.3836600000000001,Moderate usage - monitor
1.338,1.3383799999999995,Moderate usage - monitor
1.334,1.3358199999999991,Moderate usage - monitor
1.326,1.325939999999997,Moderate usage - monitor
1.324,1.32376,Moderate usage - monitor
1.33,1.330279999999999,Moderate usage - monitor
1.302,1.3040400000000012,Moderate usage - monitor
1.3,1.3017800000000002,Moderate usage - monitor
1.302,1.302000000000003,Moderate usage - monitor
1.32,1.3191999999999993,Moderate usage - monitor
1.306,1.3062400000000005,Moderate usage - monitor
1.31,1.3099600000000011,Moderate usage - monitor
1.31,1.3100200000000015,Moderate usage - monitor
1.322,1.32266,Moderate usage - monitor
1.31,1.3106400000000005,Moderate usage - monitor
1.322,1.3198799999999986,Moderate usage - monitor
1.31,1.3105200000000006,Moderate usage - monitor
1.426,1.4306200000000004,Moderate usage - monitor
1.404,1.41012,Moderate usage - monitor
1.408,1.4063400000000004,Moderate usage - monitor
1.408,1.4079199999999994,Moderate usage - monitor
1.41,1.4099999999999975,Moderate usage - monitor
1.402,1.4018800000000002,Moderate usage - monitor
1.404,1.40442,Moderate usage - monitor
1.398,1.3979799999999987,Moderate usage - monitor
1.412,1.4117800000000005,Moderate usage - monitor
1.396,1.3955600000000001,Moderate usage - monitor
1.408,1.408060000000001,Moderate usage - monitor
1.414,1.4132400000000007,Moderate usage - monitor
1.42,1.4197400000000007,Moderate usage - monitor
1.426,1.4254400000000007,Moderate usage - monitor
1.434,1.433980000000002,Moderate usage - monitor
1.45,1.4493399999999992,Moderate usage - monitor
1.492,1.4929799999999998,Moderate usage - monitor
1.396,1.405,Moderate usage - monitor
1.4,1.3975599999999997,Moderate usage - monitor
1.406,1.4059200000000016,Moderate usage - monitor
1.416,1.415919999999999,Moderate usage - monitor
1.424,1.423280000000001,Moderate usage - monitor
1.424,1.423860000000002,Moderate usage - monitor
1.432,1.432479999999999,Moderate usage - monitor
1.432,1.4315200000000008,Moderate usage - monitor
1.438,1.4384599999999998,Moderate usage - monitor
1.444,1.4439399999999991,Moderate usage - monitor
1.428,1.4297600000000017,Moderate usage - monitor
1.368,1.3688600000000006,Moderate usage - monitor
1.348,1.3489799999999987,Moderate usage - monitor
1.348,1.3471399999999991,Moderate usage - monitor
1.344,1.3439999999999972,Moderate usage - monitor
1.336,1.3360399999999992,Moderate usage - monitor
1.34,1.3400600000000014,Moderate usage - monitor
1.342,1.3420799999999997,Moderate usage - monitor
1.342,1.3419999999999996,Moderate usage - monitor
1.346,1.3460000000000027,Moderate usage - monitor
1.336,1.336219999999999,Moderate usage - monitor
1.338,1.3375599999999985,Moderate usage - monitor
1.338,1.3379999999999972,Moderate usage - monitor
1.348,1.34816,Moderate usage - monitor
1.35,1.350319999999999,Moderate usage - monitor
1.35,1.3499999999999974,Moderate usage - monitor
1.446,1.4461199999999985,Moderate usage - monitor
1.762,1.7592,Moderate usage - monitor
1.744,1.7472999999999994,Moderate usage - monitor
1.748,1.7478999999999993,Moderate usage - monitor
1.736,1.7377000000000005,Moderate usage - monitor
1.74,1.7408799999999998,Moderate usage - monitor
1.736,1.7360199999999995,Moderate usage - monitor
1.74,1.7386399999999997,Moderate usage - monitor
1.734,1.7343400000000009,Moderate usage - monitor
1.758,1.75744,Moderate usage - monitor
1.77,1.767820000000001,Moderate usage - monitor
1.774,1.7730000000000012,Moderate usage - monitor
1.782,1.78046,Moderate usage - monitor
1.776,1.7766799999999996,Moderate usage - monitor
1.786,1.7851600000000014,Moderate usage - monitor
1.784,1.7844000000000013,Moderate usage - monitor
1.778,1.7775600000000003,Moderate usage - monitor
1.754,1.7545200000000014,Moderate usage - monitor
1.698,1.6966799999999986,Moderate usage - monitor
1.664,1.6626599999999985,Moderate usage - monitor
1.668,1.666739999999999,Moderate usage - monitor
1.718,1.7186599999999999,Moderate usage - monitor
1.878,1.8732199999999997,Moderate usage - monitor
2.302,2.3050200000000007,High usage - reduce load
2.328,2.3271800000000002,High usage - reduce load
2.368,2.36596,High usage - reduce load
2.358,2.3621000000000025,High usage - reduce load
2.058,2.0592400000000013,High usage - reduce load
1.764,1.7804600000000002,Moderate usage - monitor
1.764,1.75684,Moderate usage - monitor
1.754,1.7545199999999992,Moderate usage - monitor
1.764,1.7642599999999993,Moderate usage - monitor
1.748,1.7493400000000003,Moderate usage - monitor
1.744,1.74432,Moderate usage - monitor
1.702,1.7027799999999989,Moderate usage - monitor
1.682,1.6806599999999994,Moderate usage - monitor
1.688,1.688679999999999,Moderate usage - monitor
1.686,1.68672,Moderate usage - monitor
1.698,1.6981999999999997,Moderate usage - monitor
1.68,1.6802999999999988,Moderate usage - monitor
1.684,1.6839199999999988,Moderate usage - monitor
1.668,1.6694200000000001,Moderate usage - monitor
1.668,1.6671999999999993,Moderate usage - monitor
1.66,1.6610399999999998,Moderate usage - monitor
1.672,1.6700799999999993,Moderate usage - monitor
1.79,1.7864800000000012,Moderate usage - monitor
1.8,1.8032800000000007,Moderate usage - monitor
1.744,1.74512,Moderate usage - monitor
1.736,1.7358800000000003,Moderate usage - monitor
1.734,1.7340999999999998,Moderate usage - monitor
1.734,1.73314,Moderate usage - monitor
1.732,1.7325000000000004,Moderate usage - monitor
1.732,1.7316599999999993,Moderate usage - monitor
1.734,1.7339000000000004,Moderate usage - monitor
1.724,1.7245999999999997,Moderate usage - monitor
1.722,1.721799999999999,Moderate usage - monitor
1.722,1.7215399999999996,Moderate usage - monitor
1.732,1.7314599999999996,Moderate usage - monitor
1.736,1.73572,Moderate usage - monitor
1.74,1.7396999999999991,Moderate usage - monitor
1.738,1.738819999999999,Moderate usage - monitor
1.738,1.7369999999999997,Moderate usage - monitor
1.692,1.691359999999999,Moderate usage - monitor
1.666,1.6661399999999997,Moderate usage - monitor
1.636,1.636519999999999,Moderate usage - monitor
1.638,1.6385399999999997,Moderate usage - monitor
1.642,1.6412599999999986,Moderate usage - monitor
1.682,1.6826999999999996,Moderate usage - monitor
1.72,1.72434,Moderate usage - monitor
3.264,3.2733199999999987,High usage - reduce load
1.75,1.802920000000001,Moderate usage - monitor
1.714,1.7029399999999995,Moderate usage - monitor
1.704,1.707399999999999,Moderate usage - monitor
1.718,1.7175399999999985,Moderate usage - monitor
1.712,1.7114799999999988,Moderate usage - monitor
1.708,1.7087799999999986,Moderate usage - monitor
1.704,1.7039799999999985,Moderate usage - monitor
1.694,1.6958399999999987,Moderate usage - monitor
1.698,1.6972999999999996,Moderate usage - monitor
2.386,2.384059999999997,High usage - reduce load
3.056,3.05812,High usage - reduce load
2.396,2.4082999999999997,High usage - reduce load
2.674,2.7489800000000004,High usage - reduce load
2.422,2.4277,High usage - reduce load
2.004,1.9935800000000012,Moderate usage - monitor
2.558,2.5558000000000014,High usage - reduce load
2.722,2.7281000000000004,High usage - reduce load
2.21,2.2733800000000017,High usage - reduce load
2.35,2.336720000000001,High usage - reduce load
2.15,2.1590799999999986,High usage - reduce load
2.478,2.44902,High usage - reduce load
2.456,2.4702599999999997,High usage - reduce load
2.918,2.924640000000001,High usage - reduce load
2.086,2.1056200000000005,High usage - reduce load
2.338,2.3674999999999984,High usage - reduce load
2.438,2.4327799999999984,High usage - reduce load
2.384,2.3901399999999997,High usage - reduce load
2.812,2.804680000000001,High usage - reduce load
2.17,2.20528,High usage - reduce load
2.444,2.4366600000000003,High usage - reduce load
2.36,2.3522800000000004,High usage - reduce load
1.632,1.6564399999999986,Moderate usage - monitor
1.444,1.4410000000000005,Moderate usage - monitor
1.446,1.4448199999999998,Moderate usage - monitor
1.446,1.4459999999999988,Moderate usage - monitor
1.472,1.4723199999999996,Moderate usage - monitor
1.386,1.3902400000000004,Moderate usage - monitor
2.004,1.9856199999999995,Moderate usage - monitor
2.88,2.8757999999999995,High usage - reduce load
2.844,2.8557999999999977,High usage - reduce load
2.834,2.8343200000000013,High usage - reduce load
2.842,2.840420000000001,High usage - reduce load
2.856,2.856380000000001,High usage - reduce load
1.66,1.66036,Moderate usage - monitor
0.248,0.43388000000000043,Low usage - normal
0.248,0.25821999999999984,Low usage - normal
0.256,0.2562600000000001,Low usage - normal
0.248,0.24856,Low usage - normal
0.25,0.24890000000000007,Low usage - normal
0.246,0.2460199999999998,Low usage - normal
0.246,0.24599999999999977,Low usage - normal
0.246,0.24599999999999997,Low usage - normal
0.31,0.31041999999999986,Low usage - normal
0.324,0.32388,Low usage - normal
0.324,0.3225199999999998,Low usage - normal
0.324,0.3240000000000018,Low usage - normal
0.322,0.3220000000000022,Low usage - normal
0.32,0.32000000000000023,Low usage - normal
0.32,0.32000000000000023,Low usage - normal
0.32,0.32000000000000023,Low usage - normal
0.32,0.32000000000000023,Low usage - normal
0.318,0.3180000000000014,Low usage - normal
0.316,0.31600000000000183,Low usage - normal
0.398,0.39814000000000027,Low usage - normal
0.43,0.42875999999999964,Low usage - normal
0.4,0.4008399999999997,Low usage - normal
0.36,0.3595999999999997,Low usage - normal
0.36,0.35939999999999983,Low usage - normal
0.356,0.35600000000000087,Low usage - normal
0.358,0.35808,Low usage - normal
0.354,0.35401999999999945,Low usage - normal
0.354,0.35399999999999937,Low usage - normal
0.35,0.35000000000000064,Low usage - normal
0.354,0.35449999999999965,Low usage - normal
0.354,0.35389999999999966,Low usage - normal
0.354,0.35399999999999937,Low usage - normal
0.352,0.3519999999999998,Low usage - normal
0.352,0.3519999999999998,Low usage - normal
0.352,0.3520000000000001,Low usage - normal
0.352,0.3520000000000001,Low usage - normal
0.348,0.34799999999999964,Low usage - normal
0.256,0.2574000000000001,Low usage - normal
0.252,0.253,Low usage - normal
0.252,0.2519999999999998,Low usage - normal
0.25,0.25,Low usage - normal
0.656,0.6601799999999998,Low usage - normal
0.622,0.6468800000000001,Low usage - normal
1.806,1.7947,Moderate usage - monitor
1.018,1.0225400000000002,Moderate usage - monitor
0.252,0.35850000000000004,Low usage - normal
0.254,0.25946,Low usage - normal
0.252,0.2519999999999997,Low usage - normal
0.254,0.25400000000000045,Low usage - normal
0.25,0.24998,Low usage - normal
0.254,0.25426000000000026,Low usage - normal
0.256,0.25608,Low usage - normal
0.256,0.25600000000000017,Low usage - normal
0.254,0.2540000000000008,Low usage - normal
0.256,0.25600000000000017,Low usage - normal
0.256,0.25600000000000017,Low usage - normal
0.75,0.7480600000000004,Low usage - normal
1.5,1.45546,Moderate usage - monitor
1.49,1.4974000000000003,Moderate usage - monitor
1.468,1.4677599999999995,Moderate usage - monitor
1.462,1.46278,Moderate usage - monitor
1.452,1.4518999999999993,Moderate usage - monitor
1.464,1.4628799999999995,Moderate usage - monitor
1.496,1.49606,Moderate usage - monitor
1.558,1.56084,Moderate usage - monitor
1.674,1.6756999999999997,Moderate usage - monitor
3.112,3.095660000000001,High usage - reduce load
3.078,3.095220000000001,High usage - reduce load
3.064,3.0611999999999995,High usage - reduce load
